Symbol,Market Cap,industry,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,earningsQuarterlyGrowth,trailingEps,forwardEps,52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,shortName,longName,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins
HDFC.NS,,,,,,,,,,86400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,HDFC.NS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCLTECH.NS,,Information Technology Services,Technology,,1,2,1,1,1,86400,2,1858.95,1858.95,1815.0,1865.05,1858.95,1858.95,1815.0,1865.05,48.0,0.025799999,1729555200,0.871,2.78,0.628,29.553873,26.179537,2483912,2483912,2608542,2018404,2018404,4970501373952,1235.0,1897.0,364.03262,1812.23,1602.5165,0.645,0.00034697008,4967958052864,0.14677,1009674174,2708720128,0.61322,0.25215998,2708720128,3.035,604.61285,0.091,62.09,70.24,0.401289,12.0,1729555200,NSI,EQUITY,HCLTECH.NS,HCL TECHNOLOGIES LTD,HCL Technologies Limited,1835.0,2300.0,1449.0,1872.186,1900.0,2.62791,hold,43,3228000000,1.192,2814000128,690000000,2.435,2.736,13653999616,8.393,5.039,0.13455,0.24864,1906249984,2520999936,0.098,0.068,0.35294,0.20608999,0.18577999
LT.NS,,Engineering & Construction,Industrials,54303,5,6,8,1,7,86400,2,3526.25,3521.1,3510.85,3568.3,3526.25,3521.1,3510.85,3568.3,28.0,0.007900001,1718841600,0.28530002,1.2,0.717,36.133327,25.298422,1233165,1233165,2163781,1311416,1311416,4870916538368,3031.05,3919.9,2.006967,3584.335,3585.2546,28.0,0.007940447,5746006687744,0.05573,1139546784,1375129984,0.14220001,0.48855,1383590016,648.865,5.458994,0.054,98.03,104.42,0.14680386,28.0,1718841600,NSI,EQUITY,LT.NS,LARSEN & TOUBRO LTD.,Larsen & Toubro Limited,3542.15,4550.0,2946.0,4036.2122,4100.0,1.57576,buy,33,554390978560,403.144,282901610496,1261834862592,0.546,1.173,2427003600896,119.062,1765.484,0.045679998,0.16102,175528574976,143537602560,0.077,0.201,0.36333,0.116560005,0.10278
SUNPHARMA.NS,,Drug Manufacturers - Specialty & Generic,Healthcare,43000,7,4,3,5,4,86400,2,1768.2,1799.0,1743.2,1799.0,1768.2,1799.0,1743.2,1799.0,13.5,0.0076,1720742400,0.2928,0.95,0.547,37.87107,31.5969,1532970,1532970,1878622,1923665,1923665,4193428963328,1184.5,1960.35,8.335554,1865.204,1656.4077,,,4010955767808,0.21972999,1035114634,2399330048,0.55695,0.26268998,2413989888,288.721,6.0534215,0.28,46.15,32.68,0.47178292,5.0,1720742400,NSI,EQUITY,SUNPHARMA.NS,SUN PHARMACEUTICAL IND L,Sun Pharmaceutical Industries Limited,1747.75,2450.0,1600.0,2043.3243,2094.0,1.75676,buy,37,201221898240,84.059,138017406976,25719500800,1.916,2.672,503077404672,3.707,209.894,0.08541001,0.16771,77989175296,127154700288,0.283,0.09,0.77605003,0.27435,0.23963
BAJFINANCE.NS,,Credit Services,Financial Services,,8,5,4,8,5,86400,2,6549.15,6633.0,6555.0,6657.0,6549.15,6633.0,6555.0,6657.0,36.0,0.0055,1718928000,0.14479999,0.24,1.048,26.461264,19.195807,596521,596521,1190807,677942,677942,4064536690688,6187.8,7830.0,11.875537,7188.521,6952.8745,36.0,0.005496897,6541320650752,0.44922,258677249,618489984,0.54955,0.24743,618844032,1403.263,4.6804843,0.126,248.21,,-0.07799357,36.0,1718928000,NSI,EQUITY,BAJFINANCE.NS,BAJAJ FINANCE LIMITED,Bajaj Finance Limited,6567.95,10000.0,5700.0,8042.161,8150.0,,none,31,124034998272,200.516,,2581427650560,5.378,5.378,342261301248,290.321,554.982,0.04145,0.20686,,-729231917056,0.104,0.163,0.93649,,0.59731996
TATAMTRDVR.NS,,Auto Manufacturers,Consumer Cyclical,91496,,,,,,86400,2,768.65,745.8,740.6,774.45,768.65,745.8,740.6,774.45,3.1,0.004,1718064000,0.0591,2.02,1.678,8.635382,17.781937,11048804,11048804,1248052,,,3725041074176,456.35,804.3,0.83946526,768.65,699.04126,,,3581168058368,0.07609,2262900518,508503008,0.09694,0.17828,4901369856,221.588,3.4297886,0.738,88.01,42.74,0.6675345,3.1,1718064000,NSI,EQUITY,TATAMTRDVR.NS,TATA MOTORS DVR  A  ORD,Tata Motors Limited,760.0,203.0,203.0,203.0,203.0,3.0,hold,1,592166387712,154.522,511051988992,1120443695104,,,4437397471232,117.15,1157.912,,,,,,0.057,0.44472998,0.11517,0.097270004
NTPC.NS,,Utilities - Regulated Electric,Utilities,20074,3,8,3,4,5,86400,2,372.5,380.0,362.65,380.0,372.5,380.0,362.65,380.0,11.25,0.030199999,1730332800,0.44419998,3.82,0.463,18.60477,14.282293,16382511,16382511,15205187,10598597,10598597,3555768926208,247.3,448.45,1.9360679,413.653,377.923,10.25,0.027516779,5943569940480,0.120179996,4494113853,9696669696,0.52671003,0.36158,10006500352,173.535,2.1131184,0.143,19.71,24.09,0.49,2.5,1730332800,NSI,EQUITY,NTPC.NS,NTPC LTD,NTPC Limited,366.7,500.0,280.0,446.2,460.0,1.8,buy,25,78724300800,8.119,502551609344,2420094795776,0.463,0.926,1836593053696,139.959,189.407,0.04476,0.13656001,-149665693696,470758195200,0.143,-0.006,0.42235002,0.27363002,0.16645001
AXISBANK.NS,,Banks - Regional,Financial Services,104633,1,1,7,10,2,86400,2,1140.7,1131.2,1121.55,1135.0,1140.7,1131.2,1121.55,1135.0,1.0,0.00090000004,1720742400,0.0111,1.03,0.944,12.545394,10.725714,9474491,9474491,8411300,7212479,7212479,3484811526144,986.65,1339.65,5.2196274,1188.673,1158.4513,1.0,0.0008766547,4847372861440,0.41832,2739610087,3094309888,0.02031,0.67272,3094309888,557.714,2.0193145,0.193,89.77,,0.1501311,1.0,1720742400,NSI,EQUITY,AXISBANK.NS,AXIS BANK LIMITED,Axis Bank Limited,1126.2,1550.0,1107.0,1356.5116,1360.0,1.52381,buy,43,892193079296,288.587,,2252174524416,,,667636072448,,216.263,0.01918,0.17764999,,-974622818304,0.188,0.102,,,0.47516
MARUTI.NS,,Auto Manufacturers,Consumer Cyclical,18228,3,6,5,8,5,86400,2,11006.05,10950.0,10915.0,11182.95,11006.05,10950.0,10915.0,11182.95,125.0,0.0114,1722556800,0.28030002,0.83,0.652,24.888279,19.831873,333435,333435,572897,398699,398699,3487971409920,9737.65,13680.0,2.4019759,12127.998,12266.578,,,3453082664960,0.09656,131416090,314403008,0.5819,0.29969,314403008,2834.796,3.9134917,-0.176,445.75,521.85,0.044698,125.0,1722556800,NSI,EQUITY,MARUTI.NS,MARUTI SUZUKI INDIA LTD.,Maruti Suzuki India Limited,11093.95,16600.0,10800.0,13342.279,13407.0,1.80952,buy,43,36439998464,115.903,199318994944,1584000000,0.348,0.866,1452125978624,0.178,4618.617,0.086339995,0.18101,24424624128,138483007488,-0.208,0.01,0.2915,0.13726,0.09648
KOTAKBANK.NS,,Banks - Regional,Financial Services,116000,8,2,4,1,1,86400,2,1707.9,1714.0,1699.7,1728.25,1707.9,1714.0,1699.7,1728.25,2.0,0.0011999999,1721347200,0.0182,0.06,0.562,15.711354,16.56784,2082390,2082390,4409447,3081066,3081066,3425102725120,1543.85,1942.0,4.5723295,1811.768,1765.641,,,3734863609856,0.29495,1437265962,1988160000,0.28878,0.45011002,2027680000,740.965,2.3250086,0.131,109.65,,-0.033555925,2.0,1721347200,NSI,EQUITY,KOTAKBANK.NS,KOTAK MAHINDRA BANK LTD,Kotak Mahindra Bank Limited,1722.75,2300.0,1603.0,1992.925,2007.5,2.23077,buy,40,461008404480,231.873,,770709520384,,,749093584896,,376.837,0.0298,0.16479999,,-509083713536,0.13,0.211,,,0.35261002
M&M.NS,,Auto Manufacturers,Consumer Cyclical,260000,3,4,7,1,4,86400,2,2807.2,2844.0,2800.05,2874.7,2807.2,2844.0,2800.05,2874.7,21.1,0.0075,1720137600,0.2086,0.94,1.071,28.170393,22.363707,2405132,2405132,3343194,3526397,3526397,3412550483968,1535.0,3222.1,2.3149042,2930.571,2536.4902,,,4178272059392,0.08049,839108798,1198690048,0.2297,0.52637,1241340032,632.146,4.503548,0.351,101.06,,0.7997756,21.1,1720137600,NSI,EQUITY,M&M.NS,MAHINDRA & MAHINDRA LTD,Mahindra & Mahindra Limited,2846.9,3700.0,2700.0,3383.4055,3420.0,1.40541,strong_buy,37,302525415424,271.257,268166807552,1192247558144,0.451,1.312,1474164948992,145.663,1322.415,0.06309,0.17017001,5433699840,-29359599616,0.349,0.102,0.40423,0.18191,0.16823
ONGC.NS,,Oil & Gas Integrated,Energy,25847,10,7,1,8,7,86400,2,250.8,251.1,247.1,252.1,250.8,251.1,247.1,252.1,18.25,0.0728,1731974400,0.375,4.94,0.653,7.6698284,5.8637652,14633591,14633591,15732354,12366896,12366896,3154505367552,188.15,345.0,0.52216196,281.527,285.7435,12.5,0.04984051,4904597848064,0.06802,3871613464,12580299776,0.69189,0.21766001,12585299968,280.175,0.89461946,-0.252,32.68,35.73,0.31171548,6.0,1731974400,NSI,EQUITY,ONGC.NS,OIL AND NATURAL GAS CORP.,Oil and Natural Gas Corporation Limited,250.65,430.0,215.0,312.55173,310.0,2.0,buy,29,433821712384,34.503,833407090688,1914893238272,0.394,0.892,6041239552000,50.462,480.218,0.0482,0.12048,-91077468160,833539145728,-0.252,0.078,0.18372999,0.13795,0.07767
TATAMOTORS.NS,,Auto Manufacturers,Consumer Cyclical,91496,5,6,8,5,7,86400,2,774.3,778.0,759.2,781.75,774.3,778.0,759.2,781.75,3.0,0.0039,1718064000,0.033299997,1.11,1.618,8.571904,10.498002,17048769,17048769,13307577,13904913,13904913,3231003705344,671.25,1179.0,0.73421764,914.423,979.60974,,,3291795947520,0.07576,1874246759,3680989952,0.44142,0.24308,4185779968,293.845,2.6268952,-0.112,90.05,,0.13583684,3.0,1718064000,NSI,EQUITY,TATAMOTORS.NS,TATA MOTORS LIMITED,Tata Motors Limited,771.9,1300.0,767.0,982.4194,968.0,2.12903,buy,31,535179984896,155.607,485882986496,1065489989632,0.491,0.939,4400607657984,95.362,1279.507,0.061079998,0.39181,118380339200,602283573248,,-0.035,0.45356,0.110410005,0.07129
ULTRACEMCO.NS,,Building Materials,Basic Materials,23670,8,10,7,8,10,86400,2,10728.5,10632.1,10580.4,10766.85,10728.5,10632.1,10580.4,10766.85,70.0,0.0064999997,1722297600,0.3082,0.42,0.555,46.741558,31.949394,424183,424183,295254,212323,212323,3065877102592,8545.05,12138.0,4.3264728,11358.255,10706.242,,,3181950009344,0.09246001,109112879,288204992,0.61441004,0.21454,288392992,2128.964,4.9934616,-0.36,227.44,137.04,0.23197854,70.0,1722297600,NSI,EQUITY,ULTRACEMCO.NS,ULTRATECH CEMENT LIMITED,UltraTech Cement Limited,10630.9,13750.0,6900.0,11847.308,12063.0,1.89744,buy,39,65976201216,228.894,122346799104,169638494208,0.386,0.838,708631986176,27.025,2458.684,0.05631,0.11017,-11564749824,103667097600,-0.36,-0.024,0.57730997,0.17265,0.071279995
ADANIENT.NS,,Thermal Coal,Energy,8676,7,8,1,10,7,86400,2,2826.8,2826.8,2793.3,2858.65,2826.8,2826.8,2793.3,2858.65,1.3,0.0005,1718323200,0.027999999,0.65,0.879,60.43525,39.94473,489678,489678,1277844,863265,863265,3253286993920,2153.5,3743.9,3.1798105,2993.653,3100.3352,,,4107194859520,0.0541,270065271,1154179968,0.78564,0.14228,1183869952,334.151,8.435408,6.645,46.64,,0.2868687,1.3,1718323200,NSI,EQUITY,ADANIENT.NS,ADANI ENTERPRISES LIMITED,Adani Enterprises Limited,2818.7,4710.0,3800.0,4255.0,4255.0,,none,2,66934398976,56.952,130348900352,804272472064,0.26,0.695,1023107203072,168.936,882.541,0.03809,0.1364,-170900307968,78020796416,6.41,0.004,0.48720002,0.1274,0.117589995
POWERGRID.NS,,Utilities - Regulated Electric,Utilities,8316,5,10,5,4,8,86400,2,312.1,314.0,310.1,315.55,312.1,314.0,310.1,315.55,15.75,0.0505,1731542400,0.6709,5.16,0.389,18.618734,16.86168,9407975,9407975,13995875,11920645,11920645,2903181885440,207.95,366.25,6.337187,331.358,315.43427,11.75,0.03764819,4073359933440,0.34296,4312979825,9300599808,0.51358,0.34826002,9303579648,99.026,3.1511924,0.003,16.76,21.27,0.49365878,4.5,1731542400,NSI,EQUITY,POWERGRID.NS,POWER GRID CORP. LTD.,Power Grid Corporation of India Limited,312.05,426.0,232.0,336.69565,347.0,2.43478,buy,23,89554296832,9.633,399302688768,1261904592896,0.567,0.812,458118397952,137.073,49.261,0.06717,0.17559999,72756363264,352457883648,0.005,0.001,0.97975,0.87161005,0.56831
TITAN.NS,,Luxury Goods,Consumer Cyclical,8680,4,7,7,5,7,86400,2,3183.7,3183.7,3157.5,3207.2,3183.7,3183.7,3157.5,3207.2,11.0,0.0034999999,1719446400,0.3007,0.3,0.517,86.65119,57.24388,943216,943216,1163791,1414368,1414368,2813972971520,3055.65,3886.95,5.1672354,3505.726,3501.641,11.0,0.0034550994,2996919336960,0.05962,355812594,887044992,0.58638,0.20239,888201984,109.807,28.88978,-0.231,36.61,56.18,-0.06208664,11.0,1719446400,NSI,EQUITY,TITAN.NS,TITAN COMPANY LIMITED,Titan Company Limited,3172.3,5000.0,2758.0,3678.5757,3600.0,2.33333,buy,33,32280000512,36.407,48919998464,216480006144,0.186,1.312,544580009984,222.35,613.971,0.0801,0.29215,-32992499712,24259999744,-0.231,0.16,0.21975,0.089829996,0.07328
BAJAJ-AUTO.NS,,Auto Manufacturers,Consumer Cyclical,6192,9,4,8,1,6,86400,2,9482.95,9459.05,9435.85,9603.0,9482.95,9459.05,9435.85,9603.0,80.0,0.0084,1718323200,0.305,2.47,1.047,36.228493,25.202595,292484,292484,612740,490655,490655,2659461890048,5640.0,12774.0,5.297116,11058.482,9679.562,,,2626880798720,0.14682001,108649717,279257984,0.58757,0.14568,279457984,1111.31,8.563316,-0.314,262.68,171.22,0.66778636,80.0,1718323200,NSI,EQUITY,BAJAJ-AUTO.NS,BAJAJ AUTO LIMITED,Bajaj Auto Limited,9516.5,14000.0,7225.0,10952.86,11389.0,3.04651,hold,43,77129703424,276.688,111616999424,51185500160,0.995,1.525,502058483712,16.523,1787.351,0.16375,0.24445,48749400064,27088900096,-0.304,0.218,0.31237,0.22232,0.21651
ADANIPORTS.NS,,Marine Shipping,Industrials,3129,3,8,1,1,4,86400,2,1264.55,1264.0,1261.3,1288.9,1264.55,1264.0,1261.3,1288.9,6.0,0.0047,1718323200,0.1263,0.5,0.584,26.904312,22.098087,1445186,1445186,1930063,1984357,1984357,2763467259904,785.0,1621.4,9.92627,1400.446,1396.38,,,3213659996160,0.35222,844842535,2160140032,0.59598,0.21385999,2161149952,264.719,4.832672,0.399,47.55,33.42,0.5780246,6.0,1718323200,NSI,EQUITY,ADANIPORTS.NS,ADANI PORT & SEZ LTD,Adani Ports and Special Economic Zone Limited,1279.3,2000.0,1616.0,1741.4,1738.0,1.4,strong_buy,15,73401196544,33.984,166432702464,504850186240,0.716,1.136,278399385600,85.449,128.887,0.06685,0.17819999,41418551296,154786299904,0.764,0.063,0.66535,0.59782004,0.46587002
COALINDIA.NS,,Thermal Coal,Energy,228861,9,7,1,4,5,86400,2,409.75,413.95,411.0,418.5,409.75,413.95,411.0,418.5,41.25,0.1007,1730764800,0.4356,8.96,0.244,7.059778,6.643716,7352241,7352241,8695737,8364247,8364247,2547364397056,328.85,543.55,1.9201876,475.531,475.006,26.0,0.063453324,2262576398336,0.27193,2270666927,6162729984,0.63137,0.25209,6271020032,156.171,2.646778,-0.075,58.55,25.43,0.22606218,15.75,1730764800,NSI,EQUITY,COALINDIA.NS,COAL INDIA LTD,Coal India Limited,413.35,614.0,180.0,523.9583,543.5,1.92,buy,24,370303696896,60.117,472389713920,78161600512,1.032,1.809,1326622703616,8.053,215.284,0.10689,0.43018,115140083712,250836598784,-0.074,-0.09,0.8557,0.35608003,0.24639
WIPRO.NS,,Information Technology Services,Technology,234000,1,3,9,4,3,86400,2,566.7,566.7,540.3,566.7,566.7,566.7,540.3,566.7,1.0,0.0018000001,1706054400,0.0446,0.51,0.708,24.70286,21.87037,7643245,7643245,7736080,5983018,5983018,2889083518976,393.1,583.2,3.257919,543.589,507.89926,,,2571890065408,0.13239999,1509992497,5225800192,1.1404,0.1117,5246550016,156.608,3.5301516,0.213,22.38,25.28,0.41445148,1.0,1706054400,NSI,EQUITY,WIPRO.NS,WIPRO LTD,Wipro Limited,552.85,670.0,425.0,530.2683,530.0,3.53659,underperform,41,511609012224,97.908,166265995264,192822001664,2.564,2.693,886787997696,23.511,169.791,0.076469995,0.15557,122917126144,182718005248,0.214,-0.01,0.30152,0.18749,0.16835
