PreviousDayDate,Symbol_Input,industry,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,earningsQuarterlyGrowth,trailingEps,forwardEps,52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,shortName,longName,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins
2024-12-07 00:00:00,ICICIBANK.NS,Banks - Regional,Financial Services,187765,2,1,7,1,1,86400,2,1336.5,1342.5,1326.7,1347.1,1336.5,1342.5,1326.7,1347.1,10.0,0.0075,1723420800,0.1512,0.99,0.829,20.080853,18.071215,8942239,8942239,13949251,14736291,14736291,9376868859904,970.15,1362.35,5.722805,1272.428,1189.9993,,,10073656000512,0.28909,7019272418,7056909824,0.02172,0.54524,7098070016,397.441,3.3432634,0.188,66.17,37.94,0.30641043,10.0,1723420800,NSI,EQUITY,ICICIBANK.NS,ICICI BANK LTD.,ICICI Bank Limited,1328.75,1650.0,1170.0,1463.475,1458.0,1.325,strong_buy,40,1643846303744,233.261,,2197605449728,,,1638509182976,,233.246,0.02158,0.18731001,,-23252623360,0.182,0.274,,,0.37491
2024-12-07 00:00:00,INFY.NS,Information Technology Services,Technology,317788,7,5,4,1,4,86400,2,1934.85,1932.8,1912.4,1937.95,1934.85,1932.8,1912.4,1937.95,41.0,0.021300001,1730160000,0.5924,2.13,0.626,29.498236,26.64253,3572577,3572577,5886262,6268840,6268840,7962600407040,1358.35,1991.45,422.73306,1873.38,1694.6937,0.49,0.0002532496,7960018812928,0.17159,3509357129,4142010112,0.15783,0.5041,4142010112,2.605,737.96545,0.035,65.17,72.32,0.29150152,21.0,1730160000,NSI,EQUITY,INFY.NS,INFOSYS LIMITED,Infosys Limited,1922.4,2330.0,1530.0,2035.0,2110.0,2.14634,buy,41,3488000000,0.842,4337999872,1051000000,1.891,2.193,18836000768,9.697,4.55,0.15253,0.31404,2286749952,3671000064,0.042,0.037,0.29518,0.23030001,0.21945
2024-12-07 00:00:00,SBIN.NS,Banks - Regional,Financial Services,232296,6,8,1,4,5,86400,2,865.45,865.25,857.0,875.45,865.45,865.25,857.0,875.45,13.7,0.0159,1716336000,0.1709,1.39,0.76,10.775421,10.36975,14518659,14518659,14648788,12385570,12385570,7707748204544,600.65,912.0,2.2937837,816.803,811.4935,13.7,0.015829915,10402266087424,0.21295,3749854196,8924619776,0.58242,0.27388,8943219712,518.846,1.6645595,0.229,80.15,82.67,0.40602362,13.7,1716336000,NSI,EQUITY,SBIN.NS,STATE BANK OF INDIA,State Bank of India,863.65,1102.0,690.0,957.87805,990.0,1.85366,buy,41,3549721001984,397.745,,6066625052672,,,3360276873216,,376.517,0.01121,0.16746001,,-4326515802112,0.229,0.05,,,0.32476002
2024-12-07 00:00:00,ITC.NS,Tobacco,Consumer Defensive,37312,3,6,8,5,6,86400,2,467.5,470.0,467.7,474.95,467.5,470.0,467.7,474.95,15.0,0.0318,1717459200,0.83739996,4.04,0.241,28.658758,24.8055,7549627,7549627,11628875,12536086,12536086,5894463029248,399.35,528.5,7.8451347,483.81,462.1195,7.5,0.01604278,5713022156800,0.27337998,9137953176,12510799872,0.28409,0.46497002,12633900032,60.148,7.833178,0.019,16.44,18.95,0.041330576,7.5,1717459200,NSI,EQUITY,ITC.NS,ITC LTD,ITC Limited,471.15,595.0,420.0,540.9143,540.0,1.6,buy,35,190998691840,15.263,264712994816,3043399936,1.667,3.052,751352676352,0.402,60.164,0.17,0.28645,96529309696,161626603520,0.018,0.167,0.58748,0.35232,0.301
2024-12-07 00:00:00,HINDUNILVR.NS,Household & Personal Products,Consumer Defensive,19427,3,4,4,8,3,86400,2,2494.6,2495.0,2475.0,2495.8,2494.6,2495.0,2475.0,2495.8,43.0,0.0173,1730851200,0.96089995,1.44,0.147,56.824528,48.712643,1308005,1308005,1699846,1798437,1798437,5836731580416,2172.05,3035.0,9.352238,2594.495,2541.5217,43.0,0.017237231,5724185296896,0.16452,873352575,2349590016,0.62259,0.18566,2349920000,216.156,11.490775,-0.024,43.71,,-0.007928431,19.0,1730851200,NSI,EQUITY,HINDUNILVR.NS,HINDUSTAN UNILEVER LTD.,Hindustan Unilever Limited,2483.8,3400.0,2057.0,2863.6924,2870.0,2.075,buy,39,128999997440,54.916,142339997696,16510000128,1.157,1.644,624099983360,3.238,265.67,0.10564999,0.20233999,74808745984,117009997824,-0.024,0.019,0.51583,0.22806999,0.21694
2024-12-07 00:00:00,LICI.NS,Insurance - Life,Financial Services,98661,,,,,,86400,2,976.9,977.9,975.2,992.95,976.9,977.9,975.2,992.95,13.0,0.0143,1721347200,0.1523,,0.522,14.97031,13.836587,1328572,1328572,1278975,2018100,2018100,6219371118592,746.3,1222.0,0.7168855,937.013,997.0507,,,5310828249088,0.05431,221374920,6325000192,0.965,0.0108,6325320192,130.825,7.5157657,0.6,65.68,60.52,0.27537453,6.0,1721347200,NSI,EQUITY,LICI.NS,LIFE INSURA CORP OF INDIA,Life Insurance Corporation of India,983.25,1385.0,870.0,1162.3889,1196.5,1.83333,buy,18,437919514624,69.236,515563913216,11200000,,,8675542958080,0.001,1254.09,,,,,0.095,0.101,0.10604999,0.05943,0.06021
2024-12-07 00:00:00,HDFC.NS,,,,,,,,,86400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,HDFC.NS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-07 00:00:00,HCLTECH.NS,Information Technology Services,Technology,,1,2,1,1,1,86400,2,1924.0,1926.0,1915.3,1939.35,1924.0,1926.0,1915.3,1939.35,48.0,0.025,1729555200,0.871,2.81,0.628,31.056372,27.420788,2250378,2250378,2576384,3118916,3118916,5208056266752,1235.0,1939.35,381.43082,1841.927,1619.4187,0.645,0.00033523908,5205512945664,0.14677,1009674174,2708720128,0.61319,0.25531998,2708720128,3.035,633.50903,0.091,61.91,70.24,0.3980223,12.0,1729555200,NSI,EQUITY,HCLTECH.NS,HCL TECHNOLOGIES LTD,HCL Technologies Limited,1922.7,2300.0,1449.0,1879.7382,1920.0,2.57143,hold,42,3228000000,1.192,2814000128,690000000,2.435,2.736,13653999616,8.393,5.039,0.13455,0.24864,1906249984,2520999936,0.098,0.068,0.35294,0.20608999,0.18577999
2024-12-07 00:00:00,LT.NS,Engineering & Construction,Industrials,54303,5,7,8,1,7,86400,2,3831.55,3832.0,3800.0,3883.95,3831.55,3832.0,3800.0,3883.95,28.0,0.0072000003,1718841600,0.28530002,1.19,0.717,39.371754,27.620617,1856437,1856437,2191828,2262870,2262870,5317215125504,3175.05,3919.9,2.190856,3579.615,3605.8923,28.0,0.0073077474,6192317333504,0.05573,1139546784,1375129984,0.16354999,0.48009,1376579968,648.865,5.959175,0.054,98.21,104.42,0.14203441,28.0,1718841600,NSI,EQUITY,LT.NS,LARSEN & TOUBRO LTD.,Larsen & Toubro Limited,3866.7,4550.0,2946.0,4037.182,4100.0,1.57576,buy,33,554390978560,403.144,282901610496,1261834862592,0.546,1.173,2427003600896,119.062,1765.484,0.045679998,0.16102,175528574976,143537602560,0.077,0.201,0.36333,0.116560005,0.10278
2024-12-07 00:00:00,SUNPHARMA.NS,Drug Manufacturers - Specialty & Generic,Healthcare,43000,7,5,3,5,4,86400,2,1813.45,1815.85,1801.0,1823.95,1813.45,1815.85,1801.0,1823.95,13.5,0.0075,1720742400,0.2928,0.96,0.547,39.21882,32.61039,1590466,1590466,1901203,2235418,2235418,4330430660608,1208.55,1960.35,8.607882,1839.705,1675.1412,,,4147643416576,0.21972999,1035114634,2399330048,0.55097,0.26382,2399330048,288.721,6.25119,0.28,46.02,32.68,0.4538827,5.0,1720742400,NSI,EQUITY,SUNPHARMA.NS,SUN PHARMACEUTICAL IND L,Sun Pharmaceutical Industries Limited,1804.85,2450.0,1600.0,2047.1082,2094.0,1.75676,buy,37,201221898240,84.059,138017406976,25719500800,1.916,2.672,503077404672,3.707,209.894,0.08541001,0.16771,77989175296,127154700288,0.283,0.09,0.77605003,0.27435,0.23963
2024-12-07 00:00:00,BAJFINANCE.NS,Credit Services,Financial Services,,8,5,4,8,4,86400,2,6850.4,6875.95,6778.65,6935.0,6850.4,6875.95,6778.65,6935.0,36.0,0.0053,1718928000,0.14479999,0.24,1.048,27.547754,20.147312,832896,832896,1105976,1027037,1027037,4241877106688,6187.8,7830.0,12.393681,6913.049,6954.6475,36.0,0.005255168,6715976187904,0.44922,258677249,618489984,0.54955,0.25113,619225024,1403.263,4.881694,0.126,248.67,,-0.06066984,36.0,1718928000,NSI,EQUITY,BAJFINANCE.NS,BAJAJ FINANCE LIMITED,Bajaj Finance Limited,6850.3,10000.0,5700.0,8012.645,8120.0,1.9,buy,31,124034998272,200.516,,2581427650560,5.378,5.378,342261301248,290.321,554.982,0.04145,0.20686,,-729231917056,0.104,0.163,0.93649,,0.59731996
2024-12-07 00:00:00,TATAMTRDVR.NS,Auto Manufacturers,Consumer Cyclical,91496,,,,,,86400,2,768.65,745.8,740.6,774.45,768.65,745.8,740.6,774.45,3.1,0.004,1718064000,0.0591,2.02,1.678,8.635382,17.781937,11048804,11048804,,,,3725041074176,463.5,804.3,0.83946526,768.65,710.036,,,3581168058368,0.07609,2262900518,508503008,0.09694,0.17828,4901369856,221.588,3.4297886,0.738,88.01,42.74,0.5886122,3.1,1718064000,NSI,EQUITY,TATAMTRDVR.NS,TATA MOTORS DVR  A  ORD,Tata Motors Limited,760.0,203.0,203.0,203.0,203.0,3.0,hold,1,592166387712,154.522,511051988992,1120443695104,,,4437397471232,117.15,1157.912,,,,,,0.057,0.44472998,0.11517,0.097270004
2024-12-07 00:00:00,NTPC.NS,Utilities - Regulated Electric,Utilities,20074,5,10,3,4,9,86400,2,369.15,369.45,368.05,371.2,369.15,369.45,368.05,371.2,11.25,0.0304,1730332800,0.44419998,3.78,0.463,18.765871,14.450799,9733348,9733348,15840758,15220065,15220065,3582919442432,280.85,448.45,1.9508511,398.172,380.302,10.25,0.02776649,5970720718848,0.120179996,4494113853,9696669696,0.52671003,0.36269,9789920256,173.535,2.1292534,0.143,19.69,24.09,0.28611207,2.5,1730332800,NSI,EQUITY,NTPC.NS,NTPC LTD,NTPC Limited,369.5,500.0,280.0,446.2,460.0,1.76923,buy,25,78724300800,8.119,502551609344,2420094795776,0.463,0.926,1836593053696,139.959,189.407,0.04476,0.13656001,-149665693696,470758195200,0.143,-0.006,0.42235002,0.27363002,0.16645001
2024-12-07 00:00:00,AXISBANK.NS,Banks - Regional,Financial Services,104633,1,1,6,10,2,86400,2,1166.4,1167.5,1160.0,1193.85,1166.4,1167.5,1160.0,1193.85,1.0,0.0008,1720742400,0.0111,1.03,0.944,13.19245,11.281429,7541158,7541158,9164065,9037111,9037111,3670375661568,995.7,1339.65,5.4975696,1163.149,1163.6274,1.0,0.0008573388,5027766730752,0.41832,2739610087,3094629888,0.02031,0.68768,3098540032,557.714,2.1239383,0.193,89.79,,0.060949445,1.0,1720742400,NSI,EQUITY,AXISBANK.NS,AXIS BANK LIMITED,Axis Bank Limited,1184.55,1590.0,1216.0,1363.0714,1360.0,1.53659,buy,42,892193079296,288.587,,2252174524416,,,667636072448,,216.263,0.01918,0.17764999,,-974622818304,0.188,0.102,,,0.47516
2024-12-07 00:00:00,MARUTI.NS,Auto Manufacturers,Consumer Cyclical,18228,3,6,5,8,4,86400,2,11182.25,11200.0,11121.0,11375.95,11182.25,11200.0,11121.0,11375.95,125.0,0.011,1722556800,0.28030002,0.83,0.652,25.380554,20.232302,416984,416984,545978,455443,455443,3558397706240,9737.65,13680.0,2.4504745,11713.743,12249.159,,,3523508436992,0.09656,131416090,314403008,0.5819,0.30049,314403008,2834.796,3.9925098,-0.176,445.93,521.85,0.07363105,125.0,1722556800,NSI,EQUITY,MARUTI.NS,MARUTI SUZUKI INDIA LTD.,Maruti Suzuki India Limited,11317.95,16600.0,10800.0,13347.477,13415.5,1.80952,buy,42,36439998464,115.903,199318994944,1584000000,0.348,0.866,1452125978624,0.178,4618.617,0.086339995,0.18101,24424624128,138483007488,-0.208,0.01,0.2915,0.13726,0.09648
2024-12-07 00:00:00,RELIANCE.NS,Oil & Gas Refining & Marketing,Energy,347362,9,9,7,1,9,86400,2,1322.05,1323.9,1310.0,1323.9,1322.05,1323.9,1310.0,1323.9,5.0,0.0038,1724025600,0.0996,0.44,0.635,26.110891,20.582012,9026387,9026387,15838421,14937177,14937177,17748419674112,1203.15,1608.8,1.9188768,1327.6465,1441.7959,10.0,0.00756401,20523773853696,0.07343,6178648529,13532399616,0.49667,0.27192,13532399616,605.573,2.1658,-0.048,50.23,71.85,0.06658268,5.0,1724025600,NSI,EQUITY,RELIANCE.NS,RELIANCE INDUSTRIES LTD,Reliance Industries Limited,1311.55,1950.0,1300.0,1603.6389,1628.75,1.83784,buy,36,2147900063744,158.729,1562509967360,3575249895424,0.553,1.081,9249379844096,37.464,683.526,0.03875,0.08479,-416127483904,1797530058752,-0.048,-0.002,0.34339002,0.16893,0.11306
2024-12-07 00:00:00,TCS.NS,Information Technology Services,Technology,612724,1,7,1,8,3,86400,2,4464.05,4453.0,4412.75,4465.0,4464.05,4453.0,4412.75,4465.0,40.0,0.009,1729209600,0.42810002,1.28,0.518,34.01301,28.708265,1842037,1842037,2325120,2482112,2482112,16084219461632,3563.0,4592.25,6.467526,4170.453,4102.5327,57.0,0.012768675,15705927843840,0.19076,1002644413,3618089984,0.71783996,0.16514999,3618089984,280.521,15.847299,0.05,130.7,154.68,0.22031903,10.0,1729209600,NSI,EQUITY,TCS.NS,TATA CONSULTANCY SERV LT,Tata Consultancy Services Limited,4445.5,5710.0,3050.0,4508.0454,4517.5,2.30233,buy,44,477630005248,132.012,651870011392,90469998592,2.362,2.618,2486920019968,8.836,685.788,0.24511999,0.46772,306369986560,443359985664,0.062,0.077,0.39264,0.26212,0.24067
2024-12-07 00:00:00,HDFCBANK.NS,Banks - Regional,Financial Services,206758,,,,,,86400,2,1865.75,1857.0,1844.0,1864.2,1865.75,1857.0,1844.0,1864.2,19.5,0.0105,1715299200,0.2152,0.67,0.833,21.008038,16.689299,8890942,8890942,18711555,35771790,35771790,14187713527808,1363.55,1879.95,5.1385007,1733.471,1614.3867,,,18288729915392,0.25056,7578068585,7644859904,0.01671,0.51792,7685640192,632.437,2.9344423,0.398,88.34,96.36,0.12407637,19.5,1715299200,NSI,EQUITY,HDFCBANK.NS,HDFC BANK LTD,HDFC Bank Limited,1855.85,2550.0,1554.0,1948.5775,1950.0,1.475,strong_buy,40,2663853850624,349.683,,6660388552704,,,2761061040128,,363.255,0.01712,0.1153,,-1467762343936,0.39,0.63,,,0.32936
2024-12-07 00:00:00,BHARTIARTL.NS,Telecom Services,Communication Services,24893,3,2,6,5,2,86400,2,1615.35,1618.0,1594.8,1624.65,1615.35,1618.0,1594.8,1624.65,8.0,0.005,1722988800,0.3868,0.8,0.291,77.52789,33.387047,4296188,4296188,5772020,7497359,7497359,9557012119552,960.0,1779.0,6.1468463,1625.3,1455.7292,8.0,0.004952487,11607764631552,0.0789,2563438641,5691039744,0.55272996,0.31295002,5981170176,150.527,10.61504,1.68,20.61,,0.596493,8.0,1722988800,NSI,EQUITY,BHARTIARTL.NS,BHARTI AIRTEL LIMITED,Bharti Airtel Limited,1597.85,2070.0,1120.0,1778.75,1836.0,1.61111,buy,36,125100998656,21.621,722990989312,2255408070656,0.118,0.359,1554783010816,204.474,270.184,0.0544,0.12929,39372623872,856934973440,1.597,0.12,0.63526,0.46501,0.26152
2024-12-07 00:00:00,ICICIBANK.NS,Banks - Regional,Financial Services,187765,2,1,7,1,1,86400,2,1336.5,1342.5,1326.7,1347.1,1336.5,1342.5,1326.7,1347.1,10.0,0.0075,1723420800,0.1512,0.99,0.829,20.080853,18.071215,8942239,8942239,13949251,14736291,14736291,9376868859904,970.15,1362.35,5.722805,1272.428,1189.9993,,,10073656000512,0.28909,7019272418,7056909824,0.02172,0.54524,7098070016,397.441,3.3432634,0.188,66.17,37.94,0.30641043,10.0,1723420800,NSI,EQUITY,ICICIBANK.NS,ICICI BANK LTD.,ICICI Bank Limited,1328.75,1650.0,1170.0,1463.475,1458.0,1.325,strong_buy,40,1643846303744,233.261,,2197605449728,,,1638509182976,,233.246,0.02158,0.18731001,,-23252623360,0.182,0.274,,,0.37491
2024-12-07 00:00:00,INFY.NS,Information Technology Services,Technology,317788,7,5,4,1,4,86400,2,1934.85,1932.8,1912.4,1937.95,1934.85,1932.8,1912.4,1937.95,41.0,0.021300001,1730160000,0.5924,2.13,0.626,29.498236,26.64253,3572577,3572577,5886262,6268840,6268840,7962600407040,1358.35,1991.45,422.73306,1873.38,1694.6937,0.49,0.0002532496,7960018812928,0.17159,3509357129,4142010112,0.15783,0.5041,4142010112,2.605,737.96545,0.035,65.17,72.32,0.29150152,21.0,1730160000,NSI,EQUITY,INFY.NS,INFOSYS LIMITED,Infosys Limited,1922.4,2330.0,1530.0,2035.0,2110.0,2.14634,buy,41,3488000000,0.842,4337999872,1051000000,1.891,2.193,18836000768,9.697,4.55,0.15253,0.31404,2286749952,3671000064,0.042,0.037,0.29518,0.23030001,0.21945
2024-12-07 00:00:00,SBIN.NS,Banks - Regional,Financial Services,232296,6,8,1,4,5,86400,2,865.45,865.25,857.0,875.45,865.45,865.25,857.0,875.45,13.7,0.0159,1716336000,0.1709,1.39,0.76,10.775421,10.36975,14518659,14518659,14648788,12385570,12385570,7707748204544,600.65,912.0,2.2937837,816.803,811.4935,13.7,0.015829915,10402266087424,0.21295,3749854196,8924619776,0.58242,0.27388,8943219712,518.846,1.6645595,0.229,80.15,82.67,0.40602362,13.7,1716336000,NSI,EQUITY,SBIN.NS,STATE BANK OF INDIA,State Bank of India,863.65,1102.0,690.0,957.87805,990.0,1.85366,buy,41,3549721001984,397.745,,6066625052672,,,3360276873216,,376.517,0.01121,0.16746001,,-4326515802112,0.229,0.05,,,0.32476002
2024-12-07 00:00:00,ITC.NS,Tobacco,Consumer Defensive,37312,3,6,8,5,6,86400,2,467.5,470.0,467.7,474.95,467.5,470.0,467.7,474.95,15.0,0.0318,1717459200,0.83739996,4.04,0.241,28.658758,24.8055,7549627,7549627,11628875,12536086,12536086,5894463029248,399.35,528.5,7.8451347,483.81,462.1195,7.5,0.01604278,5713022156800,0.27337998,9137953176,12510799872,0.28409,0.46497002,12633900032,60.148,7.833178,0.019,16.44,18.95,0.041330576,7.5,1717459200,NSI,EQUITY,ITC.NS,ITC LTD,ITC Limited,471.15,595.0,420.0,540.9143,540.0,1.6,buy,35,190998691840,15.263,264712994816,3043399936,1.667,3.052,751352676352,0.402,60.164,0.17,0.28645,96529309696,161626603520,0.018,0.167,0.58748,0.35232,0.301
2024-12-07 00:00:00,HINDUNILVR.NS,Household & Personal Products,Consumer Defensive,19427,3,4,4,8,3,86400,2,2494.6,2495.0,2475.0,2495.8,2494.6,2495.0,2475.0,2495.8,43.0,0.0173,1730851200,0.96089995,1.44,0.147,56.824528,48.712643,1308005,1308005,1699846,1798437,1798437,5836731580416,2172.05,3035.0,9.352238,2594.495,2541.5217,43.0,0.017237231,5724185296896,0.16452,873352575,2349590016,0.62259,0.18566,2349920000,216.156,11.490775,-0.024,43.71,,-0.007928431,19.0,1730851200,NSI,EQUITY,HINDUNILVR.NS,HINDUSTAN UNILEVER LTD.,Hindustan Unilever Limited,2483.8,3400.0,2057.0,2863.6924,2870.0,2.075,buy,39,128999997440,54.916,142339997696,16510000128,1.157,1.644,624099983360,3.238,265.67,0.10564999,0.20233999,74808745984,117009997824,-0.024,0.019,0.51583,0.22806999,0.21694
2024-12-07 00:00:00,LICI.NS,Insurance - Life,Financial Services,98661,,,,,,86400,2,976.9,977.9,975.2,992.95,976.9,977.9,975.2,992.95,13.0,0.0143,1721347200,0.1523,,0.522,14.97031,13.836587,1328572,1328572,1278975,2018100,2018100,6219371118592,746.3,1222.0,0.7168855,937.013,997.0507,,,5310828249088,0.05431,221374920,6325000192,0.965,0.0108,6325320192,130.825,7.5157657,0.6,65.68,60.52,0.27537453,6.0,1721347200,NSI,EQUITY,LICI.NS,LIFE INSURA CORP OF INDIA,Life Insurance Corporation of India,983.25,1385.0,870.0,1162.3889,1196.5,1.83333,buy,18,437919514624,69.236,515563913216,11200000,,,8675542958080,0.001,1254.09,,,,,0.095,0.101,0.10604999,0.05943,0.06021
2024-12-07 00:00:00,HDFC.NS,,,,,,,,,86400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,HDFC.NS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-07 00:00:00,HCLTECH.NS,Information Technology Services,Technology,,1,2,1,1,1,86400,2,1924.0,1926.0,1915.3,1939.35,1924.0,1926.0,1915.3,1939.35,48.0,0.025,1729555200,0.871,2.81,0.628,31.056372,27.420788,2250378,2250378,2576384,3118916,3118916,5208056266752,1235.0,1939.35,381.43082,1841.927,1619.4187,0.645,0.00033523908,5205512945664,0.14677,1009674174,2708720128,0.61319,0.25531998,2708720128,3.035,633.50903,0.091,61.91,70.24,0.3980223,12.0,1729555200,NSI,EQUITY,HCLTECH.NS,HCL TECHNOLOGIES LTD,HCL Technologies Limited,1922.7,2300.0,1449.0,1879.7382,1920.0,2.57143,hold,42,3228000000,1.192,2814000128,690000000,2.435,2.736,13653999616,8.393,5.039,0.13455,0.24864,1906249984,2520999936,0.098,0.068,0.35294,0.20608999,0.18577999
2024-12-07 00:00:00,LT.NS,Engineering & Construction,Industrials,54303,5,7,8,1,7,86400,2,3831.55,3832.0,3800.0,3883.95,3831.55,3832.0,3800.0,3883.95,28.0,0.0072000003,1718841600,0.28530002,1.19,0.717,39.371754,27.620617,1856437,1856437,2191828,2262870,2262870,5317215125504,3175.05,3919.9,2.190856,3579.615,3605.8923,28.0,0.0073077474,6192317333504,0.05573,1139546784,1375129984,0.16354999,0.48009,1376579968,648.865,5.959175,0.054,98.21,104.42,0.14203441,28.0,1718841600,NSI,EQUITY,LT.NS,LARSEN & TOUBRO LTD.,Larsen & Toubro Limited,3866.7,4550.0,2946.0,4037.182,4100.0,1.57576,buy,33,554390978560,403.144,282901610496,1261834862592,0.546,1.173,2427003600896,119.062,1765.484,0.045679998,0.16102,175528574976,143537602560,0.077,0.201,0.36333,0.116560005,0.10278
2024-12-07 00:00:00,SUNPHARMA.NS,Drug Manufacturers - Specialty & Generic,Healthcare,43000,7,5,3,5,4,86400,2,1813.45,1815.85,1801.0,1823.95,1813.45,1815.85,1801.0,1823.95,13.5,0.0075,1720742400,0.2928,0.96,0.547,39.21882,32.61039,1590466,1590466,1901203,2235418,2235418,4330430660608,1208.55,1960.35,8.607882,1839.705,1675.1412,,,4147643416576,0.21972999,1035114634,2399330048,0.55097,0.26382,2399330048,288.721,6.25119,0.28,46.02,32.68,0.4538827,5.0,1720742400,NSI,EQUITY,SUNPHARMA.NS,SUN PHARMACEUTICAL IND L,Sun Pharmaceutical Industries Limited,1804.85,2450.0,1600.0,2047.1082,2094.0,1.75676,buy,37,201221898240,84.059,138017406976,25719500800,1.916,2.672,503077404672,3.707,209.894,0.08541001,0.16771,77989175296,127154700288,0.283,0.09,0.77605003,0.27435,0.23963
2024-12-07 00:00:00,BAJFINANCE.NS,Credit Services,Financial Services,,8,5,4,8,4,86400,2,6850.4,6875.95,6778.65,6935.0,6850.4,6875.95,6778.65,6935.0,36.0,0.0053,1718928000,0.14479999,0.24,1.048,27.547754,20.147312,832896,832896,1105976,1027037,1027037,4241877106688,6187.8,7830.0,12.393681,6913.049,6954.6475,36.0,0.005255168,6715976187904,0.44922,258677249,618489984,0.54955,0.25113,619225024,1403.263,4.881694,0.126,248.67,,-0.06066984,36.0,1718928000,NSI,EQUITY,BAJFINANCE.NS,BAJAJ FINANCE LIMITED,Bajaj Finance Limited,6850.3,10000.0,5700.0,8012.645,8120.0,1.9,buy,31,124034998272,200.516,,2581427650560,5.378,5.378,342261301248,290.321,554.982,0.04145,0.20686,,-729231917056,0.104,0.163,0.93649,,0.59731996
2024-12-07 00:00:00,TATAMTRDVR.NS,Auto Manufacturers,Consumer Cyclical,91496,,,,,,86400,2,768.65,745.8,740.6,774.45,768.65,745.8,740.6,774.45,3.1,0.004,1718064000,0.0591,2.02,1.678,8.635382,17.781937,11048804,11048804,,,,3725041074176,463.5,804.3,0.83946526,768.65,710.036,,,3581168058368,0.07609,2262900518,508503008,0.09694,0.17828,4901369856,221.588,3.4297886,0.738,88.01,42.74,0.5886122,3.1,1718064000,NSI,EQUITY,TATAMTRDVR.NS,TATA MOTORS DVR  A  ORD,Tata Motors Limited,760.0,203.0,203.0,203.0,203.0,3.0,hold,1,592166387712,154.522,511051988992,1120443695104,,,4437397471232,117.15,1157.912,,,,,,0.057,0.44472998,0.11517,0.097270004
2024-12-07 00:00:00,NTPC.NS,Utilities - Regulated Electric,Utilities,20074,5,10,3,4,9,86400,2,369.15,369.45,368.05,371.2,369.15,369.45,368.05,371.2,11.25,0.0304,1730332800,0.44419998,3.78,0.463,18.765871,14.450799,9733348,9733348,15840758,15220065,15220065,3582919442432,280.85,448.45,1.9508511,398.172,380.302,10.25,0.02776649,5970720718848,0.120179996,4494113853,9696669696,0.52671003,0.36269,9789920256,173.535,2.1292534,0.143,19.69,24.09,0.28611207,2.5,1730332800,NSI,EQUITY,NTPC.NS,NTPC LTD,NTPC Limited,369.5,500.0,280.0,446.2,460.0,1.76923,buy,25,78724300800,8.119,502551609344,2420094795776,0.463,0.926,1836593053696,139.959,189.407,0.04476,0.13656001,-149665693696,470758195200,0.143,-0.006,0.42235002,0.27363002,0.16645001
2024-12-07 00:00:00,AXISBANK.NS,Banks - Regional,Financial Services,104633,1,1,6,10,2,86400,2,1166.4,1167.5,1160.0,1193.85,1166.4,1167.5,1160.0,1193.85,1.0,0.0008,1720742400,0.0111,1.03,0.944,13.19245,11.281429,7541158,7541158,9164065,9037111,9037111,3670375661568,995.7,1339.65,5.4975696,1163.149,1163.6274,1.0,0.0008573388,5027766730752,0.41832,2739610087,3094629888,0.02031,0.68768,3098540032,557.714,2.1239383,0.193,89.79,,0.060949445,1.0,1720742400,NSI,EQUITY,AXISBANK.NS,AXIS BANK LIMITED,Axis Bank Limited,1184.55,1590.0,1216.0,1363.0714,1360.0,1.53659,buy,42,892193079296,288.587,,2252174524416,,,667636072448,,216.263,0.01918,0.17764999,,-974622818304,0.188,0.102,,,0.47516
