Symbol,Market Cap,industry,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,earningsQuarterlyGrowth,trailingEps,forwardEps,52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,shortName,longName,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins
HDFC.NS,,,,,,,,,,86400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,HDFC.NS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCLTECH.NS,,Information Technology Services,Technology,,1,2,1,1,1,86400,2,1848.05,1848.05,1835.45,1878.55,1848.05,1848.05,1835.45,1878.55,48.0,0.025999999,1729555200,0.871,2.81,0.628,30.229364,26.690596,2014673,2014673,2553992,2814783,2814783,5069369507840,1235.0,1919.95,371.2736,1832.23,1614.2323,0.645,0.0003490165,5066826186752,0.14677,1009674174,2708720128,0.61320996,0.2544,2708720128,3.035,616.6392,0.091,61.91,70.24,0.42043948,12.0,1729555200,NSI,EQUITY,HCLTECH.NS,HCL TECHNOLOGIES LTD,HCL Technologies Limited,1871.5,2300.0,1449.0,1878.3096,1920.0,2.57143,hold,42,3228000000,1.192,2814000128,690000000,2.435,2.736,13653999616,8.393,5.039,0.13455,0.24864,1906249984,2520999936,0.098,0.068,0.35294,0.20608999,0.18577999
LT.NS,,Engineering & Construction,Industrials,54303,5,7,8,1,7,86400,2,3724.8,3706.85,3672.9,3717.85,3724.8,3706.85,3672.9,3717.85,28.0,0.0075,1718841600,0.28530002,1.19,0.717,37.669582,26.458775,1158266,1158266,2188429,2012799,2012799,5093550194688,3175.05,3919.9,2.098699,3575.176,3600.6448,28.0,0.007517182,5968646635520,0.05573,1139546784,1375129984,0.16354999,0.48147,1376579968,648.865,5.7085066,0.054,98.33,104.42,0.11720884,28.0,1718841600,NSI,EQUITY,LT.NS,LARSEN & TOUBRO LTD.,Larsen & Toubro Limited,3704.05,4550.0,2946.0,4037.182,4100.0,1.57576,buy,33,554390978560,403.144,282901610496,1261834862592,0.546,1.173,2427003600896,119.062,1765.484,0.045679998,0.16102,175528574976,143537602560,0.077,0.201,0.36333,0.116560005,0.10278
SUNPHARMA.NS,,Drug Manufacturers - Specialty & Generic,Healthcare,43000,7,5,3,5,4,86400,2,1780.9,1800.0,1792.15,1814.0,1780.9,1800.0,1792.15,1814.0,13.5,0.0076,1720742400,0.2928,0.96,0.547,39.205505,32.69176,1948033,1948033,1897628,2169537,2169537,4339308429312,1208.55,1960.35,8.625528,1847.049,1670.3643,,,4156500475904,0.21972999,1035114634,2399330048,0.55097,0.26342,2399330048,288.721,6.2640057,0.28,46.13,32.68,0.45903754,5.0,1720742400,NSI,EQUITY,SUNPHARMA.NS,SUN PHARMACEUTICAL IND L,Sun Pharmaceutical Industries Limited,1808.55,2450.0,1600.0,2043.3243,2094.0,,none,37,201221898240,84.059,138017406976,25719500800,1.916,2.672,503077404672,3.707,209.894,0.08541001,0.16771,77989175296,127154700288,0.283,0.09,0.77605003,0.27435,0.23963
BAJFINANCE.NS,,Credit Services,Financial Services,,8,5,4,8,4,86400,2,6575.9,6595.0,6491.0,6665.0,6575.9,6595.0,6491.0,6665.0,36.0,0.0055,1718928000,0.14479999,0.24,1.048,26.755642,19.558207,920151,920151,1104065,946643,946643,4114324914176,6187.8,7830.0,12.021006,6984.776,6949.9067,36.0,0.0054745357,6592477003776,0.44922,258677249,618489984,0.54955,0.25143,618635008,1403.263,4.739418,0.126,248.57,,-0.09512502,36.0,1718928000,NSI,EQUITY,BAJFINANCE.NS,BAJAJ FINANCE LIMITED,Bajaj Finance Limited,6650.65,10000.0,5700.0,8014.9033,8120.0,1.9,buy,31,124034998272,200.516,,2581427650560,5.378,5.378,342261301248,290.321,554.982,0.04145,0.20686,,-729231917056,0.104,0.163,0.93649,,0.59731996
TATAMTRDVR.NS,,Auto Manufacturers,Consumer Cyclical,91496,,,,,,86400,2,768.65,745.8,740.6,774.45,768.65,745.8,740.6,774.45,3.1,0.004,1718064000,0.0591,2.02,1.678,8.635382,17.781937,11048804,11048804,,,,3725041074176,463.5,804.3,0.83946526,768.65,707.5377,,,3581168058368,0.07609,2262900518,508503008,0.09694,0.17828,4901369856,221.588,3.4297886,0.738,88.01,42.74,0.61159456,3.1,1718064000,NSI,EQUITY,TATAMTRDVR.NS,TATA MOTORS DVR  A  ORD,Tata Motors Limited,760.0,203.0,203.0,203.0,203.0,3.0,hold,1,592166387712,154.522,511051988992,1120443695104,,,4437397471232,117.15,1157.912,,,,,,0.057,0.44472998,0.11517,0.097270004
NTPC.NS,,Utilities - Regulated Electric,Utilities,20074,5,10,3,4,9,86400,2,363.65,363.65,357.0,363.9,363.65,363.65,357.0,363.9,11.25,0.0309,1730332800,0.44419998,3.78,0.463,18.173517,13.954293,12504404,12504404,15748293,15749452,15749452,3475256377344,272.8,448.45,1.8922299,403.309,379.739,10.25,0.028186444,5861148196864,0.120179996,4494113853,9696669696,0.52671003,0.36276,9701999616,173.535,2.064137,0.143,19.71,24.09,0.25486076,2.5,1730332800,NSI,EQUITY,NTPC.NS,NTPC LTD,NTPC Limited,358.2,500.0,280.0,446.2,460.0,1.76923,buy,25,78724300800,8.119,502551609344,2420094795776,0.463,0.926,1836593053696,139.959,189.407,0.04476,0.13656001,-149665693696,470758195200,0.143,-0.006,0.42235002,0.27363002,0.16645001
AXISBANK.NS,,Banks - Regional,Financial Services,104633,1,1,6,10,2,86400,2,1136.3,1132.7,1126.6,1141.4,1136.3,1132.7,1126.6,1141.4,1.0,0.00090000004,1720742400,0.0111,1.03,0.944,12.666816,10.829524,4785632,4785632,8915816,9940703,9940703,3520006717440,995.7,1339.65,5.2723436,1170.889,1162.0496,1.0,0.00088004925,4881070948352,0.41832,2739610087,3094510080,0.02031,0.68888,3095600128,557.714,2.0388587,0.193,89.77,,0.004106164,1.0,1720742400,NSI,EQUITY,AXISBANK.NS,AXIS BANK LIMITED,Axis Bank Limited,1137.1,1590.0,1216.0,1363.0714,1360.0,1.53659,buy,42,892193079296,288.587,,2252174524416,,,667636072448,,216.263,0.01918,0.17764999,,-974622818304,0.188,0.102,,,0.47516
MARUTI.NS,,Auto Manufacturers,Consumer Cyclical,18228,3,6,5,8,4,86400,2,11074.2,11151.0,11151.0,11330.0,11074.2,11151.0,11151.0,11330.0,125.0,0.0113,1722556800,0.28030002,0.83,0.652,25.183847,20.091703,446864,446864,559654,519594,519594,3533669662720,9737.65,13680.0,2.4334457,11847.373,12252.426,,,3498780917760,0.09656,131416090,314403008,0.5819,0.30055,314403008,2834.796,3.964765,-0.176,446.29,521.85,0.048256397,125.0,1722556800,NSI,EQUITY,MARUTI.NS,MARUTI SUZUKI INDIA LTD.,Maruti Suzuki India Limited,11239.3,16600.0,10800.0,13347.477,13415.5,1.80952,buy,42,36439998464,115.903,199318994944,1584000000,0.348,0.866,1452125978624,0.178,4618.617,0.086339995,0.18101,24424624128,138483007488,-0.208,0.01,0.2915,0.13726,0.09648
KOTAKBANK.NS,,Banks - Regional,Financial Services,116000,7,1,4,5,1,86400,2,1765.25,1765.0,1746.0,1772.6,1765.25,1765.0,1746.0,1772.6,2.0,0.0011,1721347200,0.0182,0.06,0.562,16.000273,16.867895,4264259,4264259,4285380,3690970,3690970,3487133073408,1543.85,1942.0,4.6551366,1791.946,1766.8845,,,3796895268864,0.29495,1437265962,1988160000,0.28878,0.45574,1988610048,740.965,2.3671157,0.131,109.62,,-0.0407449,2.0,1721347200,NSI,EQUITY,KOTAKBANK.NS,KOTAK MAHINDRA BANK LTD,Kotak Mahindra Bank Limited,1753.95,2300.0,1579.0,1993.825,2007.5,2.23077,buy,40,461008404480,231.873,,770709520384,,,749093584896,,376.837,0.0298,0.16479999,,-509083713536,0.13,0.211,,,0.35261002
M&M.NS,,Auto Manufacturers,Consumer Cyclical,260000,3,4,7,1,4,86400,2,2966.1,2984.0,2961.9,3026.25,2966.1,2984.0,2961.9,3026.25,21.1,0.0070999996,1720137600,0.2086,0.92,1.071,29.824005,24.603588,2318480,2318480,3625455,4026287,4026287,3615728599040,1575.0,3222.1,2.45273,2971.279,2604.3433,,,4367310651392,0.08049,839108798,1198690048,0.22969,0.54332,1198690048,632.146,4.7716823,0.351,101.14,,0.78903353,21.1,1720137600,NSI,EQUITY,M&M.NS,MAHINDRA & MAHINDRA LTD,Mahindra & Mahindra Limited,3016.4,3700.0,2709.0,3415.0557,3430.0,1.33333,strong_buy,36,302525415424,271.257,268166807552,1192247558144,0.451,1.312,1474164948992,145.663,1322.415,0.06309,0.17017001,5433699840,-29359599616,0.349,0.102,0.40423,0.18191,0.16823
ONGC.NS,,Oil & Gas Integrated,Energy,25847,10,9,1,8,8,86400,2,256.7,255.5,252.7,258.3,256.7,255.5,252.7,258.3,18.25,0.071100004,1731974400,0.375,5.04,0.653,7.8809667,5.991545,13674827,13674827,15825952,15054204,15054204,3240674197504,192.05,345.0,0.53642535,271.517,284.59125,12.5,0.048694972,4991354929152,0.06802,3871613464,12580299776,0.69206,0.21458,12582700032,280.175,0.9192469,-0.252,32.68,35.73,0.27468443,6.0,1731974400,NSI,EQUITY,ONGC.NS,OIL AND NATURAL GAS CORP.,Oil and Natural Gas Corporation Limited,257.55,430.0,215.0,312.3793,310.0,2.0,buy,29,433821712384,34.503,833407090688,1914893238272,0.394,0.892,6041239552000,50.462,480.218,0.0482,0.12048,-91077468160,833539145728,-0.252,0.078,0.18372999,0.13795,0.07767
TATAMOTORS.NS,,Auto Manufacturers,Consumer Cyclical,91496,4,6,8,5,7,86400,2,786.45,787.3,785.0,796.75,786.45,787.3,785.0,796.75,3.0,0.0038,1718064000,0.033299997,1.11,1.618,8.7734585,10.794534,8423822,8423822,13478209,11998339,11998339,2908166029312,696.25,1179.0,0.66085553,864.093,970.868,,,3354219249664,0.07576,1874246759,3680989952,0.44142,0.24991,3680989952,293.845,2.6886623,-0.112,90.05,,0.114394546,3.0,1718064000,NSI,EQUITY,TATAMOTORS.NS,TATA MOTORS LIMITED,Tata Motors Limited,790.05,1300.0,767.0,974.5806,930.0,2.12903,buy,31,535179984896,155.607,485882986496,1065489989632,0.491,0.939,4400607657984,95.362,1279.507,0.061079998,0.39181,118380339200,602283573248,,-0.035,0.45356,0.110410005,0.07129
ULTRACEMCO.NS,,Building Materials,Basic Materials,23670,8,9,7,8,9,86400,2,11202.15,11206.7,11206.7,11780.0,11202.15,11206.7,11206.7,11780.0,70.0,0.0062,1722297600,0.3082,0.42,0.555,51.224934,35.00777,633690,633690,303958,352463,352463,3357170204672,9129.55,12138.0,4.737537,11220.347,10775.083,,,3475276562432,0.09246001,109112879,288204992,0.61799,0.21792999,288504992,2128.964,5.4714637,-0.36,227.4,137.04,0.24853826,70.0,1722297600,NSI,EQUITY,ULTRACEMCO.NS,ULTRATECH CEMENT LIMITED,UltraTech Cement Limited,11648.55,13750.0,6900.0,11847.308,12063.0,,none,39,65976201216,228.894,122346799104,169638494208,0.386,0.838,708631986176,27.025,2458.684,0.05631,0.11017,-11564749824,103667097600,-0.36,-0.024,0.57730997,0.17265,0.071279995
ADANIENT.NS,,Thermal Coal,Energy,8676,9,8,1,10,8,86400,2,2463.15,2491.35,2426.6,2508.0,2463.15,2491.35,2426.6,2508.0,1.3,0.0005,1718323200,0.027999999,0.65,0.879,52.78303,34.819668,3806911,3806911,2692451,11378781,11378781,2835877986304,2025.0,3743.9,2.771829,2876.214,3055.4026,,,3682158510080,0.0541,270065271,1154179968,0.78564,0.14635,1183869952,334.151,7.353113,6.645,46.55,,-0.16973323,1.3,1718323200,NSI,EQUITY,ADANIENT.NS,ADANI ENTERPRISES LIMITED,Adani Enterprises Limited,2457.05,4710.0,3800.0,4255.0,4255.0,,none,2,66934398976,56.952,130348900352,804272472064,0.26,0.695,1023107203072,168.936,882.541,0.03809,0.1364,-170900307968,78020796416,6.41,0.004,0.48720002,0.1274,0.117589995
POWERGRID.NS,,Utilities - Regulated Electric,Utilities,8316,6,10,5,4,10,86400,2,329.4,328.15,326.2,331.95,329.4,328.15,326.2,331.95,15.75,0.0478,1731542400,0.6709,5.14,0.389,19.549791,17.715435,16002822,16002822,15119741,19166077,19166077,3051054170112,211.55,366.25,6.659969,329.384,318.28024,11.75,0.035670917,4220246294528,0.34296,4312979825,9300599808,0.51358,0.34986,9306250240,99.026,3.3107467,0.003,16.77,21.27,0.4748088,4.5,1731542400,NSI,EQUITY,POWERGRID.NS,POWER GRID CORP. LTD.,Power Grid Corporation of India Limited,327.85,426.0,232.0,339.68182,360.0,2.5,buy,22,89554296832,9.633,399302688768,1261904592896,0.567,0.812,458118397952,137.073,49.261,0.06717,0.17559999,72756363264,352457883648,0.005,0.001,0.97975,0.87161005,0.56831
TITAN.NS,,Luxury Goods,Consumer Cyclical,8680,4,7,7,5,6,86400,2,3249.0,3249.0,3222.05,3309.9,3249.0,3249.0,3222.05,3309.9,11.0,0.0034,1719446400,0.3007,0.3,0.517,90.08037,59.671825,915931,915931,1180584,1340870,1340870,2933324775424,3055.65,3886.95,5.3863983,3385.877,3478.2527,11.0,0.0033856572,3116218187776,0.05962,355812594,887044992,0.58638,0.20417,896705984,109.807,30.115112,-0.231,36.71,56.18,-0.06725806,11.0,1719446400,NSI,EQUITY,TITAN.NS,TITAN COMPANY LIMITED,Titan Company Limited,3306.85,5000.0,2758.0,3678.5757,3600.0,2.33333,buy,33,32280000512,36.407,48919998464,216480006144,0.186,1.312,544580009984,222.35,613.971,0.0801,0.29215,-32992499712,24259999744,-0.231,0.16,0.21975,0.089829996,0.07328
BAJAJ-AUTO.NS,,Auto Manufacturers,Consumer Cyclical,6192,8,4,8,1,6,86400,2,9033.65,9078.8,9056.95,9175.0,9033.65,9078.8,9056.95,9175.0,80.0,0.0089,1718323200,0.305,2.47,1.047,34.851322,24.17995,298294,298294,627346,553211,553211,2549722906624,5987.85,12774.0,5.0785375,10516.581,9747.16,,,2519237394432,0.14682001,108649717,279257984,0.58757,0.15501,279321984,1111.31,8.215843,-0.314,261.98,171.22,0.48700345,80.0,1718323200,NSI,EQUITY,BAJAJ-AUTO.NS,BAJAJ AUTO LIMITED,Bajaj Auto Limited,9130.35,14000.0,6266.0,11011.829,11446.0,3.0,hold,41,77129703424,276.688,111616999424,51185500160,0.995,1.525,502058483712,16.523,1787.351,0.16375,0.24445,48749400064,27088900096,-0.304,0.218,0.31237,0.22232,0.21651
ADANIPORTS.NS,,Marine Shipping,Industrials,3129,8,8,1,1,5,86400,2,1190.05,1201.9,1189.4,1220.9,1190.05,1201.9,1189.4,1220.9,6.0,0.005,1718323200,0.1263,0.5,0.584,25.606573,21.139746,6939566,6939566,4160647,16596725,16596725,2626298314752,880.0,1621.4,9.433563,1343.595,1390.8297,,,3076506779648,0.35222,844842535,2160140032,0.59598,0.21434,2161560064,264.719,4.592795,0.399,47.48,33.42,0.20007896,6.0,1718323200,NSI,EQUITY,ADANIPORTS.NS,ADANI PORT & SEZ LTD,Adani Ports and Special Economic Zone Limited,1215.8,1960.0,1530.0,1722.7333,1700.0,1.4,strong_buy,15,73401196544,33.984,166432702464,504850186240,0.716,1.136,278399385600,85.449,128.887,0.06685,0.17819999,41418551296,154786299904,0.764,0.063,0.66535,0.59782004,0.46587002
COALINDIA.NS,,Thermal Coal,Energy,228861,10,10,1,4,10,86400,2,416.4,418.4,416.8,423.4,416.4,418.4,416.8,423.4,41.25,0.0991,1730764800,0.4356,9.02,0.244,7.2023916,6.777727,6399727,6399727,8373822,8418094,8418094,2598823264256,342.3,543.55,1.958977,457.426,472.7335,26.0,0.062439963,2314010361856,0.27193,2270666927,6162729984,0.63137,0.25457,6162729984,156.171,2.7002451,-0.075,58.55,25.43,0.18604982,15.75,1730764800,NSI,EQUITY,COALINDIA.NS,COAL INDIA LTD,Coal India Limited,421.7,614.0,180.0,524.0,542.0,1.92308,buy,25,370303696896,60.117,472389713920,78161600512,1.032,1.809,1326622703616,8.053,215.284,0.10689,0.43018,115140083712,250836598784,-0.074,-0.09,0.8557,0.35608003,0.24639
WIPRO.NS,,Information Technology Services,Technology,234000,1,3,9,4,3,86400,2,577.85,582.45,578.2,585.55,577.85,582.45,578.2,585.55,1.0,0.0017,1706054400,0.0446,0.51,0.708,26.072702,23.131632,5593645,5593645,15145418,13742752,13742752,3055472082944,201.05,585.55,3.4455497,276.3525,255.32812,,,1210273497088,0.13239999,1509992497,5226140160,0.72966003,0.123430006,5227049984,156.608,3.7325678,0.213,22.42,25.28,0.44565356,1.0,1706054400,NSI,EQUITY,WIPRO.NS,WIPRO LTD,Wipro Limited,584.55,700.0,425.0,534.1707,532.0,3.4878,hold,41,511609012224,97.908,166265995264,192822001664,2.564,2.693,886787997696,23.511,169.791,0.076469995,0.15557,122917126144,182718005248,0.214,-0.01,0.30152,0.18749,0.16835
