row_insert_order,PreviousDayDate,Symbol_Input,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,maxAge,priceHint,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,volume,regularMarketVolume,averageVolume,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,enterpriseValue,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,earningsQuarterlyGrowth,trailingEps,forwardEps,52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,totalCash,totalCashPerShare,ebitda,totalDebt,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,profitMargins,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,trailingPE,forwardPE,symbol,shortName,longName,industry,sector,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,Today_Growth,Calculated_Score,Score_Recommendation,Conservative_Invs_Recom,Conservative_Invs_Reson,Growth_Invs_Recom,Growth_Invs_Reson,Momentum_Invs_Recom,Momentum_Invs_Reson,sector_rank,industry_rank,Stock_Volatile,Stock_Volatile_Percentage,D01_01_Diff,D02_01_Diff,D03_01_Diff,D04_01_Diff,D05_01_Diff,D08_01_Diff,D09_01_Diff,D10_01_Diff,D11_01_Diff,D12_01_Diff,D15_01_Diff,D16_01_Diff,D17_01_Diff,D18_01_Diff,D19_01_Diff,D22_01_Diff,D23_01_Diff,D24_01_Diff,D25_01_Diff,D26_01_Diff,D29_01_Diff,D30_01_Diff,D31_01_Diff,D01_02_Diff,D02_02_Diff,D05_02_Diff,D06_02_Diff,D07_02_Diff,D08_02_Diff,D09_02_Diff,D12_02_Diff,D13_02_Diff,D14_02_Diff,D15_02_Diff,D16_02_Diff,D19_02_Diff,D20_02_Diff,D21_02_Diff,D22_02_Diff,D23_02_Diff,D26_02_Diff,D27_02_Diff,D28_02_Diff,D29_02_Diff,D01_03_Diff,D04_03_Diff,D05_03_Diff,D06_03_Diff,D07_03_Diff,D08_03_Diff,D11_03_Diff,D12_03_Diff,D13_03_Diff,D14_03_Diff,D15_03_Diff,D18_03_Diff,D19_03_Diff,D20_03_Diff,D21_03_Diff,D22_03_Diff,D25_03_Diff,D26_03_Diff,D27_03_Diff,D28_03_Diff,D29_03_Diff,D01_04_Diff,D02_04_Diff,D03_04_Diff,D04_04_Diff,D05_04_Diff,D08_04_Diff,D09_04_Diff,D10_04_Diff,D11_04_Diff,D12_04_Diff,D15_04_Diff,D16_04_Diff,D17_04_Diff,D18_04_Diff,D19_04_Diff,D22_04_Diff,D23_04_Diff,D24_04_Diff,D25_04_Diff,D26_04_Diff,D29_04_Diff,D30_04_Diff,D01_05_Diff,D02_05_Diff,D03_05_Diff,D06_05_Diff,D07_05_Diff,D08_05_Diff,D09_05_Diff,D10_05_Diff,D13_05_Diff,D14_05_Diff,D15_05_Diff,D16_05_Diff,D17_05_Diff,D20_05_Diff,D21_05_Diff,D22_05_Diff,D23_05_Diff,D24_05_Diff,D27_05_Diff,D28_05_Diff,D29_05_Diff,D30_05_Diff,D31_05_Diff,D03_06_Diff,D04_06_Diff,D05_06_Diff,D06_06_Diff,D07_06_Diff,D10_06_Diff,D11_06_Diff,D12_06_Diff,D13_06_Diff,D14_06_Diff,D17_06_Diff,D18_06_Diff,D19_06_Diff,D20_06_Diff,D21_06_Diff,D24_06_Diff,D25_06_Diff,D26_06_Diff,D27_06_Diff,D28_06_Diff,D01_07_Diff,D02_07_Diff,D03_07_Diff,D04_07_Diff,D05_07_Diff,D08_07_Diff,D09_07_Diff,D10_07_Diff,D11_07_Diff,D12_07_Diff,D15_07_Diff,D16_07_Diff,D17_07_Diff,D18_07_Diff,D19_07_Diff,D22_07_Diff,D23_07_Diff,D24_07_Diff,D25_07_Diff,D26_07_Diff,D29_07_Diff,D30_07_Diff,D31_07_Diff,D01_08_Diff,D02_08_Diff,D05_08_Diff,D06_08_Diff,D07_08_Diff,D08_08_Diff,D09_08_Diff,D12_08_Diff,D13_08_Diff,D14_08_Diff,D15_08_Diff,D16_08_Diff,D19_08_Diff,D20_08_Diff,D21_08_Diff,D22_08_Diff,D23_08_Diff,D26_08_Diff,D27_08_Diff,D28_08_Diff,D29_08_Diff,D30_08_Diff,D02_09_Diff,D03_09_Diff,D04_09_Diff,D05_09_Diff,D06_09_Diff,D09_09_Diff,D10_09_Diff,D11_09_Diff,D12_09_Diff,D13_09_Diff,D16_09_Diff,D17_09_Diff,D18_09_Diff,D19_09_Diff,D20_09_Diff,D23_09_Diff,D24_09_Diff,D25_09_Diff,D26_09_Diff,D27_09_Diff,D30_09_Diff,D01_10_Diff,D02_10_Diff,D03_10_Diff,D04_10_Diff,D07_10_Diff,D08_10_Diff,D09_10_Diff,D10_10_Diff,D11_10_Diff,D14_10_Diff,D15_10_Diff,D16_10_Diff,D17_10_Diff,D18_10_Diff,D21_10_Diff,D22_10_Diff,D23_10_Diff,D24_10_Diff,D25_10_Diff,D28_10_Diff,D29_10_Diff,D30_10_Diff,D31_10_Diff,D01_11_Diff,D04_11_Diff,D05_11_Diff,D06_11_Diff,D07_11_Diff,D08_11_Diff,D11_11_Diff,D12_11_Diff,D13_11_Diff,D14_11_Diff,D15_11_Diff,D18_11_Diff,D19_11_Diff,D20_11_Diff,D21_11_Diff,D22_11_Diff,D25_11_Diff,D26_11_Diff,D27_11_Diff,D28_11_Diff,D29_11_Diff,D02_12_Diff,D03_12_Diff,D04_12_Diff,D05_12_Diff,D06_12_Diff,D09_12_Diff,D10_12_Diff,D11_12_Diff,D12_12_Diff,D13_12_Diff,D16_12_Diff,D17_12_Diff,D18_12_Diff,D19_12_Diff,D20_12_Diff,D23_12_Diff,D24_12_Diff,D25_12_Diff,D26_12_Diff,D27_12_Diff,D30_12_Diff,D31_12_Diff,W01_01,W02_01,W03_01,W04_01,W05_01,W06_02,W07_02,W08_02,W09_02,W10_03,W11_03,W12_03,W13_03,W14_04,W15_04,W16_04,W17_04,W18_04,W19_05,W20_05,W21_05,W22_05,W23_06,W24_06,W25_06,W26_06,W27_07,W28_07,W29_07,W30_07,W31_07,W32_08,W33_08,W34_08,W35_08,W36_09,W37_09,W38_09,W39_09,W40_09,W41_10,W42_10,W43_10,W44_10,W45_11,W46_11,W47_11,W48_11,W49_12,W50_12,W51_12,W52_12,W53_12,M01_2024,M02_2024,M03_2024,M04_2024,M05_2024,M06_2024,M07_2024,M08_2024,M09_2024,M10_2024,M11_2024,M12_2024,2024,Expert_Comments,Expert_Review
66,2024-12-27 23:59:57,AHL.NS,146.0,,,,,,86400.0,2.0,266.05,262.5,272.65,,,,,,,114743.0,114743.0,231109.0,,,,,429.13174,,,18602139648.0,4266919.0,50561700.0,0.84872,,50627800.0,185.624,1.419267,0.153,19.28,,-0.15722382,,,NSI,EQUITY,11094093824.0,221.236,1608969728.0,9293558784.0,274750.0,274750.0,13337894912.0,260.0,625.0,0.9384571,357.031,,,14212578304.0,91.775,283.868,0.149,0.16,0.17427,0.11321,0.14696999,0.059609998,267.75,266.05,262.5,272.65,267.75,13.664419,,AHL.NS,ABANS HOLDINGS LIMITED,Abans Holdings Limited,Capital Markets,Financial Services,263.45,,,,,,none,,-1.61,2.5,Buy,Hold,High Beta (more volatile)- Price-to-Book ratio (<2) indicates potential for growth,Hold,Strong Revenue Growth (>10%),,,10.0,8.0,10.15,3.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.61,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.61,-1.61,,
67,2024-12-27 23:59:57,AHLADA.NS,188.0,,,,,,86400.0,2.0,93.63,93.63,95.4,1.6,0.0166,1726790400.0,0.13260001,1.47,0.592,14226.0,14226.0,62780.0,,,,,110.52755,,,1644431360.0,5955809.0,12921000.0,,,13338400.0,106.42,0.8882729,0.103,10.56,,-0.30033898,1.6,1726790400.0,NSI,EQUITY,24889000.0,1.93,367139744.0,429247008.0,40761.0,40761.0,1221422080.0,82.58,167.35,0.46479177,96.186,,,2627890944.0,31.217,203.564,0.107,0.086,0.27256,0.13971,0.094849996,0.052600004,92.88,93.63,93.63,95.4,92.88,8.951704,,AHLADA.NS,AHLADA ENGINEERS LIMITED,Ahlada Engineers Limited,Building Products & Equipment,Industrials,94.53,,,,,,none,,1.78,3.2,Hold,Hold,Low Beta (less volatile than the market)- Price-to-Book ratio (<1) indicates undervalued assets,,,,,4.0,1.0,1.77,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78,1.78,,
68,2024-12-27 23:59:57,AHLEAST.NS,277.0,,,,,,86400.0,2.0,170.43,168.51,173.44,2.5,0.0148,1725580800.0,0.18280001,1.12,,16616.0,16616.0,60695.0,0.062140003,0.10699,-3747023872.0,-4037189120.0,148.4653,2.5,0.014716269,5999288832.0,3994188.0,17291700.0,0.83062,,17327200.0,134.932,1.2605608,-0.615,13.68,18.83,0.19214034,2.5,1725580800.0,NSI,EQUITY,40492000.0,2.346,468728000.0,3132908032.0,16796.0,16796.0,2941145088.0,124.81,196.9,2.266438,167.5146,0.043,1.883,1297694976.0,134.508,74.946,-0.615,0.536,0.66550004,0.36119998,0.39569,0.18231001,169.88,170.43,168.51,173.44,169.88,12.433479,9.032926,AHLEAST.NS,ASIAN HOTELS (EAST) LTD,Asian Hotels (East) Limited,Lodging,Consumer Cyclical,170.09,,,,,,none,,0.12,2.5,Buy,Hold,High Beta (more volatile)- Price-to-Book ratio (<2) indicates potential for growth,Buy,Low Forward P/E (<20) indicates growth potential- Strong Revenue Growth (>10%),,,10.0,3.0,4.93,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,,
69,2024-12-27 23:59:57,AHLUCONT.NS,2995.0,,,,,,86400.0,2.0,1024.1,1020.55,1035.5,0.5,0.0005,1726790400.0,0.0075,,0.936,20607.0,20607.0,75706.0,,,,,1170.0825,,,60114165760.0,23715378.0,66987600.0,0.55358005,0.35122,66990800.0,238.842,4.3074503,-0.385,50.61,,0.31843972,0.5,1726790400.0,NSI,EQUITY,7803351040.0,116.425,3714511616.0,1050243008.0,76106.0,76106.0,68920139776.0,747.8,1542.45,1.7182637,1047.987,,,40110338048.0,6.564,598.663,-0.385,0.204,0.18330999,0.092609994,0.049439996,0.08866999,1022.45,1024.1,1020.55,1035.5,1022.45,20.328,20.165958,AHLUCONT.NS,AHLUWALIA CONT IND LTD,Ahluwalia Contracts (India) Limited,Engineering & Construction,Industrials,1028.8,1406.0,919.0,1134.0769,1121.0,,none,13.0,0.62,1.8,Buy,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%),,,18.0,8.0,14.95,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.62,,
70,2024-12-27 23:59:57,AIAENG.NS,1337.0,,,,,,86400.0,2.0,3364.4,3357.95,3455.0,16.0,0.0047999998,1725235200.0,0.1427,0.61,0.416,62837.0,62837.0,70395.0,0.09503,0.16832,6932842496.0,9582080000.0,3984.6326,,,284604727296.0,30247582.0,93320400.0,0.58536,0.34620997,94656000.0,680.297,5.0279512,-0.205,112.05,122.8,-0.08797938,16.0,1724112000.0,NSI,EQUITY,33086019584.0,351.713,11701208064.0,1260830976.0,71662.0,71662.0,319202426880.0,3280.1,4949.95,7.2818203,3638.771,8.736,11.641,43835527168.0,1.967,465.083,-0.203,-0.194,0.58832,0.26693,0.24141,0.24101,3364.9,3364.4,3357.95,3455.0,3364.9,30.52655,27.61397,AIAENG.NS,AIA ENGINEERING LIMITED,AIA Engineering Limited,Specialty Industrial Machinery,Industrials,3420.5,4540.0,3285.0,3923.1538,4082.0,,none,13.0,1.65,1.4,Strong Buy,Hold,Low Beta (less volatile than the market),Hold,Highly Profitable with margins > 20%,,,21.0,12.0,97.05,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,1.65,,
71,2024-12-27 23:59:57,AIIL.NS,328.0,,,,,,86400.0,2.0,1706.6,1684.05,1718.4,,,,,,-0.421,14129.0,14129.0,73008.0,0.35314998,0.40877,,25683400704.0,1361.2686,,,292054859776.0,23274241.0,169844992.0,0.91416,0.01538,169875008.0,757.406,2.2549334,-0.566,240.1,,0.8153746,,,NSI,EQUITY,4930500096.0,29.035,,8969600000.0,47025.0,47025.0,290129543168.0,732.2,1910.45,6.2853703,1687.752,15.351,15.351,46159499264.0,6.974,271.814,-0.565,-0.471,0.9932,,0.87055,0.88343,1681.4,1706.6,1684.05,1718.4,1681.4,7.113286,,AIIL.NS,AUTHUM INVEST & INFRA LTD,Authum Investment & Infrastructure Limited,Capital Markets,Financial Services,1707.9,,,,,,none,,1.58,2.6,Hold,Hold,Low Beta (less volatile than the market),Hold,Highly Profitable with margins > 20%,,,9.0,7.0,34.35,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,1.58,,
72,2024-12-27 23:59:57,AIRAN.NS,1787.0,,,,,,86400.0,2.0,32.62,32.62,33.51,,,,,,0.916,116036.0,116036.0,226370.0,,,,,31.693,,,3936784640.0,28881902.0,125020000.0,0.72352,,129341000.0,10.081,3.3022518,10.91,2.22,,0.20036435,,,NSI,EQUITY,158740992.0,1.271,219002256.0,7570000.0,354711.0,354711.0,4161915904.0,21.85,48.78,3.861327,33.705,,,1077846016.0,0.562,8.509,11.429,0.096,0.31461,0.20319,0.14571,0.30115998,32.95,32.62,32.62,33.51,32.95,14.995496,,AIRAN.NS,AIRAN LIMITED,Airan Limited,Information Technology Services,Technology,33.29,,,,,,none,,1.03,3.1,Hold,Hold,Low Beta (less volatile than the market),Hold,Highly Profitable with margins > 20%,,,2.0,2.0,0.89,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,1.03,,
73,2024-12-27 23:59:57,AIROLAM.NS,328.0,,,,,,86400.0,2.0,133.15,128.15,134.6,,,,,,-0.142,29959.0,29959.0,71112.0,,,,,139.30345,,,2637881600.0,9363508.0,15002000.0,,,15595000.0,46.973,2.7592447,-0.21,4.86,,0.031990767,,,NSI,EQUITY,17798000.0,1.184,211240992.0,794251008.0,306124.0,306124.0,1944409216.0,109.0,196.8,0.92583907,123.2948,,,2100158976.0,113.675,139.786,-0.211,0.075,0.3651,0.10058,0.09644,0.03472,134.52,133.15,128.15,134.6,134.52,26.668724,,AIROLAM.NS,AIRO LAM LIMITED,Airo Lam Limited,"Furnishings, Fixtures & Appliances",Consumer Cyclical,129.61,,,,,,none,,-3.65,1.8,Buy,Hold,Low Beta (less volatile than the market),,,,,16.0,6.0,6.45,4.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.65,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.65,-3.65,,
74,2024-12-27 23:59:57,AJANTPHARM.NS,8073.0,,,,,,86400.0,2.0,2795.35,2784.25,3115.9,54.0,0.0188,1730851200.0,0.3735,0.76,0.104,812054.0,812054.0,122337.0,0.15313,0.24445,7362362368.0,11624999936.0,2695.4526,54.0,0.019348597,352219234304.0,41992357.0,124912000.0,0.66476995,0.21688999,126969000.0,293.334,10.377249,0.108,69.49,99.28,0.33942842,28.0,1730851200.0,NSI,EQUITY,7419100160.0,59.187,12495899648.0,327900000.0,89066.0,89066.0,380837888000.0,1987.7,3485.0,8.480421,2941.033,1.934,3.075,44907900928.0,0.892,357.463,0.114,0.154,0.74557996,0.27826,0.25486,0.19484,2790.9,2795.35,2784.25,3115.9,2790.9,43.804867,34.768703,AJANTPHARM.NS,AJANTA PHARMA LIMITED,Ajanta Pharma Limited,Drug Manufacturers - Specialty & Generic,Healthcare,3044.0,3665.0,1981.0,3031.3,3272.5,2.3,buy,10.0,9.07,2.0,Buy,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%),,,11.0,9.0,331.65,10.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.07,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.07,9.07,,
75,2024-12-27 23:59:57,AJMERA.NS,305.0,,,,,,86400.0,2.0,1060.0,1030.05,1073.35,4.0,0.0037,1722556800.0,0.11399999,1.15,1.039,32065.0,32065.0,206905.0,0.078449994,0.13003,-315955872.0,1961905024.0,790.47174,,,47258378240.0,7639869.0,39359100.0,0.69691,0.0127799995,39429900.0,253.97,4.0821753,0.569,35.09,24.32,1.4023185,4.0,1722556800.0,NSI,EQUITY,816700032.0,22.572,2508537088.0,8186599936.0,67101.0,67101.0,40878948352.0,431.0,1195.0,4.9117866,987.314,0.989,4.322,8322622976.0,78.303,232.205,0.561,0.376,0.71093005,0.30141002,0.29955998,0.15142,1056.9,1060.0,1030.05,1073.35,1056.9,29.545454,42.629524,AJMERA.NS,AJMERA REALTY & INF I LTD,Ajmera Realty & Infra India Limited,Real Estate - Development,Real Estate,1036.75,,,,,,none,,-1.91,2.1,Buy,Hold,High Beta (more volatile),Hold,Strong Revenue Growth (>10%),,,8.0,7.0,43.3,4.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.91,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.91,-1.91,,
